epoch,accuracy,categorical_accuracy,top_k_categorical_accuracy,loss,precision,recall
0,0.0,0.5171970725059509,0.8477056622505188,1.3851548433303833,0.6015074253082275,0.40727800130844116
1,0.0,0.5515090227127075,0.8626024127006531,1.2663973569869995,0.6571847200393677,0.41968828439712524
2,0.0,0.5616044402122498,0.8658040165901184,1.2370496988296509,0.675240159034729,0.42083364725112915
3,0.0,0.5661495923995972,0.8670218586921692,1.2236040830612183,0.6846460700035095,0.4220007359981537
4,0.0,0.5709484219551086,0.8689815402030945,1.2098865509033203,0.6875607967376709,0.42712336778640747
5,0.0,0.5749885439872742,0.8711948990821838,1.196526050567627,0.6935496926307678,0.4317772090435028
6,0.0,0.5778881311416626,0.8725818395614624,1.1885168552398682,0.6961543560028076,0.43561917543411255
7,0.0,0.5808529853820801,0.8736619353294373,1.1802104711532593,0.6997319459915161,0.4389754831790924
8,0.0,0.5835133790969849,0.8759912848472595,1.1706818342208862,0.7021660804748535,0.44231969118118286
9,0.0,0.5855430960655212,0.8759743571281433,1.1668275594711304,0.7037337422370911,0.4449124038219452
10,0.0,0.5884596109390259,0.8772187829017639,1.1591882705688477,0.707103967666626,0.44855865836143494
11,0.0,0.59026700258255,0.8779098987579346,1.1545276641845703,0.7088063955307007,0.4518086314201355
12,0.0,0.5917192101478577,0.8792340159416199,1.1486222743988037,0.7102517485618591,0.4530337154865265
13,0.0,0.5941258668899536,0.8804953694343567,1.1415120363235474,0.7109264731407166,0.4569529891014099
14,0.0,0.5976368188858032,0.8831194639205933,1.1305532455444336,0.7138159871101379,0.460555762052536
15,0.0,0.5980403423309326,0.8841536641120911,1.127982258796692,0.7154538035392761,0.4619669020175934
16,0.0,0.6022278666496277,0.8858451247215271,1.1184426546096802,0.717882513999939,0.46704602241516113
17,0.0,0.6032838225364685,0.8868986368179321,1.1137042045593262,0.7189487218856812,0.46872296929359436
18,0.0,0.6041319370269775,0.8871620297431946,1.112226128578186,0.7197455167770386,0.46961459517478943
19,0.0,0.6060963869094849,0.8877806067466736,1.1076515913009644,0.7215575575828552,0.47260844707489014
20,0.0,0.6084885597229004,0.8897160887718201,1.097651720046997,0.723417341709137,0.4755273759365082
21,0.0,0.6120744347572327,0.8913615942001343,1.0886937379837036,0.7258097529411316,0.48125648498535156
22,0.0,0.613852858543396,0.8926929831504822,1.0814975500106812,0.7261173725128174,0.4845765233039856
23,0.0,0.6149256825447083,0.8934710621833801,1.0783649682998657,0.728057861328125,0.486226886510849
24,0.0,0.6162860989570618,0.894343376159668,1.0750941038131714,0.7279976606369019,0.4877540171146393
25,0.0,0.6195191740989685,0.895648181438446,1.0664619207382202,0.7299945950508118,0.4922846555709839
26,0.0,0.6216261982917786,0.8972888588905334,1.0597281455993652,0.7316247224807739,0.49554428458213806
27,0.0,0.6225516200065613,0.8978156447410583,1.0554450750350952,0.7325806617736816,0.4970254898071289
28,0.0,0.6263646483421326,0.9003986716270447,1.0465891361236572,0.7333869934082031,0.5019620656967163
29,0.0,0.6274930238723755,0.9010390043258667,1.0436822175979614,0.7350783944129944,0.5041729807853699
30,0.0,0.6289259195327759,0.9004373550415039,1.0406913757324219,0.7363373041152954,0.5060577392578125
31,0.0,0.6280101537704468,0.9004252552986145,1.0406683683395386,0.7367716431617737,0.5053521990776062
32,0.0,0.6318618059158325,0.9022834300994873,1.0315181016921997,0.737970232963562,0.5098779797554016
33,0.0,0.6324755549430847,0.9031581282615662,1.0281177759170532,0.7394183874130249,0.5117361545562744
34,0.0,0.6347275376319885,0.9034891724586487,1.0240241289138794,0.7401963472366333,0.5147033929824829
35,0.0,0.636638879776001,0.9044267535209656,1.0187641382217407,0.7412030696868896,0.5169240236282349
36,0.0,0.6383907198905945,0.9051902890205383,1.0133371353149414,0.742345929145813,0.520379364490509
37,0.0,0.639178454875946,0.9069228172302246,1.0084640979766846,0.742043673992157,0.5223245024681091
38,0.0,0.6407804489135742,0.9073238968849182,1.005213737487793,0.7436015009880066,0.5258233547210693
39,0.0,0.6414304971694946,0.9088244438171387,1.0014843940734863,0.7437514066696167,0.5258233547210693
40,0.0,0.6437670588493347,0.9089863300323486,0.9948065280914307,0.746121883392334,0.5283411741256714
41,0.0,0.6434094309806824,0.9096725583076477,0.9945471882820129,0.7446714043617249,0.5295686721801758
42,0.0,0.6446272730827332,0.9097039699554443,0.9907375574111938,0.7453341484069824,0.5312214493751526
43,0.0,0.6467536687850952,0.9100881814956665,0.9872145056724548,0.7467451691627502,0.5337247848510742
44,0.0,0.6477177739143372,0.9118738770484924,0.9818673133850098,0.7474594712257385,0.5365615487098694
45,0.0,0.649829626083374,0.9121807217597961,0.9785541296005249,0.7486009001731873,0.537849485874176
46,0.0,0.6499407887458801,0.911794126033783,0.9786975979804993,0.7489058375358582,0.5379146933555603
47,0.0,0.6517095565795898,0.9137320518493652,0.9723677635192871,0.7494565844535828,0.5415536761283875
48,0.0,0.6522169709205627,0.9136619567871094,0.9700717926025391,0.750085175037384,0.5427328944206238
49,0.0,0.6526640057563782,0.9139253497123718,0.9693925380706787,0.7501527070999146,0.5430808067321777
50,0.0,0.6546840667724609,0.914493203163147,0.9653361439704895,0.7513078451156616,0.5455309748649597
51,0.0,0.6533357501029968,0.9148483872413635,0.9656203985214233,0.750336766242981,0.5450598001480103
52,0.0,0.6556167602539062,0.9153920412063599,0.9604886174201965,0.7517838478088379,0.5481237173080444
53,0.0,0.6576295495033264,0.9164769649505615,0.9564905166625977,0.7522727847099304,0.5502524971961975
54,0.0,0.6580162048339844,0.9164189696311951,0.9534250497817993,0.7540639638900757,0.5513567924499512
55,0.0,0.6575281023979187,0.9163634181022644,0.955062210559845,0.7530241012573242,0.5505473017692566
